glottocode,name,isocodes,level,macroarea,latitude,longitude,Family_ID,Family_name
ikor1238,Ikorom,,dialect,Africa,7.06,5.09,atla1278,Atlantic-Congo
ikot1238,Ikot Ekpene,,dialect,Africa,,,atla1278,Atlantic-Congo
logb1245,Ikpana,lgq,language,Africa,6.92838,0.43068,atla1278,Atlantic-Congo
ikpe1245,Ikpeng,txi,language,South America,-11.37822,-53.49553,cari1283,Cariban
ikpe1244,Ikpesa,,dialect,Africa,,,atla1278,Atlantic-Congo
ikpe1243,Ikpeshi,ikp,language,Africa,7.04475,6.17647,atla1278,Atlantic-Congo
ikpo1239,Ikponu,,dialect,Africa,,,atla1278,Atlantic-Congo
ikpo1238,Ikposo,kpo,language,Africa,7.44776,0.83312,atla1278,Atlantic-Congo
ikug1238,Iku-Gora-Ankwa,ikv,language,Africa,10.27852,7.84105,atla1278,Atlantic-Congo
ikul1238,Ikulu,ikl,language,Africa,10.1339,7.86684,atla1278,Atlantic-Congo
ikum1241,Ikumbure,okc,dialect,Africa,,,atla1278,Atlantic-Congo
ikum1242,Ikumtale,,dialect,Africa,,,atla1278,Atlantic-Congo
ikun1240,Ikun,,dialect,Africa,,,atla1278,Atlantic-Congo
ikun1241,Ikuna,,dialect,Africa,-9.13708,34.9083,atla1278,Atlantic-Congo
ikwe1242,Ikwere,ikw,language,Africa,5.04333,6.86651,atla1278,Atlantic-Congo
ikwe1241,Ikweri,,dialect,Africa,,,atla1278,Atlantic-Congo
ikwo1238,Ikwo,iqw,dialect,Africa,,,atla1278,Atlantic-Congo
ikyo1237,Ikyoo,,dialect,Papunesia,,,aust1307,Austronesian
ilaa1246,Ila,ilb,language,Africa,-15.60807,26.45548,atla1278,Atlantic-Congo
ilaf1238,Ilafuri,,dialect,Africa,,,atla1278,Atlantic-Congo
ilai1239,Ilai,,dialect,Papunesia,,,mail1249,Mailuan
ilaj1238,Ilaje,,dialect,Africa,,,atla1278,Atlantic-Congo
ilak1239,Ilakia,,dialect,Papunesia,,,nucl1709,Nuclear Trans New Guinea
feyl1238,Ilami,,dialect,Eurasia,,,indo1319,Indo-European
ilam1238,Ilammu,,dialect,Eurasia,,,sino1245,Sino-Tibetan
ilam1239,Ilam Yolmo,,dialect,Eurasia,,,sino1245,Sino-Tibetan
ilan1234,Ilan Boo,,dialect,Eurasia,,,tung1282,Tungusic
ilaa1245,Ila (Yoruba),,dialect,Africa,,,atla1278,Atlantic-Congo
ilea1237,Ile Ape,ila,language,Papunesia,-8.38636,123.442,aust1307,Austronesian
nucl1534,Ile Mandiri,,dialect,Papunesia,,,aust1307,Austronesian
ilen1237,Ilentungen,,dialect,Papunesia,,,aust1307,Austronesian
ilga1238,Ilgar,,dialect,Australia,,,iwai1246,Iwaidjan Proper
ilii1241,Ili,,dialect,Eurasia,,,turk1311,Turkic
ilia1236,Ilianen Manobo,mbi,language,Papunesia,7.34448,124.766,aust1307,Austronesian
ilid1234,Ili Dagur,,dialect,Eurasia,,,mong1349,Mongolic-Khitan
ilik1238,Iliku,,dialect,Africa,,,atla1278,Atlantic-Congo
ilim1234,Ilimpeya,,dialect,Eurasia,,,tung1282,Tungusic
ilit1242,Ilit,,dialect,Africa,,,kuna1268,Kunama
ilit1241,Ili Turki,ili,language,Eurasia,44.0089,80.4957,turk1311,Turkic
iliu1237,Ili'uun,ilu,language,Papunesia,-7.84385,125.902,aust1307,Austronesian
illo1238,Illo,,dialect,Africa,,,mand1469,Mande
illy1234,Illyrian,xil,language,Eurasia,43,18,uncl1493,Unclassifiable
ilma1240,Ilmaumau,,dialect,Papunesia,,,aust1307,Austronesian
ilmt1234,Ilm Thuringian,,dialect,Eurasia,,,indo1319,Indo-European
ilod1238,Ilodji,,dialect,Africa,,,atla1278,Atlantic-Congo
ilok1237,Iloko,ilo,language,Papunesia,15.9361,120.993,aust1307,Austronesian
ilon1239,Ilongot,ilk,language,Papunesia,16.3785,121.547,aust1307,Austronesian
iloo1238,Iloodokilani,,dialect,Africa,,,nilo1247,Nilotic
ilpo1237,Ilpokil,,dialect,Papunesia,,,aust1307,Austronesian
ilpu1239,Ilputih (Aputai),,dialect,Papunesia,,,aust1307,Austronesian
ilpu1240,Ilputih (Talur),,dialect,Papunesia,,,aust1307,Austronesian
ilud1237,Ilud,,dialect,Papunesia,,,aust1307,Austronesian
ilue1241,Ilue,ilv,language,Africa,4.78618,8.25236,atla1278,Atlantic-Congo
ilwa1238,Ilwaki,,dialect,Papunesia,,,aust1307,Austronesian
ilwa1237,Ilwana,mlk,language,Africa,-0.66322,39.793,atla1278,Atlantic-Congo
imaf1237,Imafin,,dialect,Papunesia,,,aust1307,Austronesian
iman1239,Iman,,dialect,Eurasia,,,tung1282,Tungusic
iman1240,Imanmeri,,dialect,Papunesia,,,araf1243,Arafundi
imba1237,Imbabura,,language,South America,,,uncl1493,Unclassifiable
imba1240,Imbabura Highland Quichua,qvi,language,South America,0.31776,-78.3729,quec1387,Quechuan
imba1239,Imbana,,dialect,Africa,,,atla1278,Atlantic-Congo
imbo1239,Imboin,,dialect,Papunesia,,,araf1243,Arafundi
imbo1240,Imboin-Awim,,dialect,Papunesia,,,araf1243,Arafundi
imbo1238,Imbongu,imo,language,Papunesia,-6.13629,144.026,nucl1709,Nuclear Trans New Guinea
imen1238,Imenti,,dialect,Africa,,,atla1278,Atlantic-Congo
imer1236,Imeraguen,ime,language,Africa,18.37331,-16.34726,book1242,Bookkeeping
imer1248,Imeretian,,dialect,Eurasia,,,kart1248,Kartvelian
imer1250,Imeretian-Judeo-Georgian,,dialect,Eurasia,,,kart1248,Kartvelian
imer1249,Imerxev,,dialect,Eurasia,,,kart1248,Kartvelian
imil1243,Imila,,dialect,Papunesia,,,manu1261,Manubaran
imil1242,Imilangu,,dialect,Africa,,,atla1278,Atlantic-Congo
imiv1238,Imiv,,dialect,Africa,,,atla1278,Atlantic-Congo
imog1238,Imoga,,dialect,Africa,,,atla1278,Atlantic-Congo
imon1244,Imona,,dialect,Africa,,,atla1278,Atlantic-Congo
imon1245,Imonda,imn,language,Papunesia,-3.31228,141.171,bord1247,Border
impe1235,Imperial Aramaic (700-300 BCE),arc,language,Eurasia,33.905,42.185,afro1255,Afro-Asiatic
bonj1234,Impfondo,bok,language,Africa,2.39823,17.6298,atla1278,Atlantic-Congo
imro1237,Imroing,imr,language,Papunesia,-7.96772,129.651,aust1307,Austronesian
imul1234,Imulolo,,dialect,Papunesia,,,aust1307,Austronesian
imun1234,Imunga Trade Language,,language,Papunesia,-8.07528,146.565049,pidg1258,Pidgin
imya1235,Imyan,,dialect,Papunesia,,,west1493,West Bird's Head
inab1237,Inabaknon,abx,language,Papunesia,12.4264,124.166,aust1307,Austronesian
inap1242,Iñapari,inp,language,South America,-12.46525,-69.30827,araw1281,Arawakan
inar1241,Inari Saami,smn,language,Eurasia,69.4229,27.8658,ural1272,Uralic
inca1238,Incahuasi,,dialect,South America,,,quec1387,Quechuan
inde1241,Inde,,dialect,Papunesia,,,aust1307,Austronesian
inde1240,Indenie,,dialect,Africa,,,atla1278,Atlantic-Congo
indi1256,Indi,,dialect,Eurasia,,,drav1251,Dravidian
lyng1241,India Lyngam,lyg,language,Eurasia,25.35,91.05,aust1305,Austroasiatic
indi1255,Indian English,,dialect,Eurasia,,,indo1319,Indo-European
kuru1302,Indian Kurux,,dialect,Eurasia,24.4644,86.4657,drav1251,Dravidian
indi1237,Indian Sign Language,ins,language,Eurasia,27.5186,79.6787,sign1238,Sign Language
indi1259,Indian South African English,,dialect,Eurasia,,,indo1319,Indo-European
indi1257,Indigirka,,dialect,Eurasia,,,tung1282,Tungusic
hari1246,Indo-Aryan Kinnauri,kjo,language,Eurasia,31.784,77.064,indo1319,Indo-European
indo1317,Indonesian Bajau,bdl,language,Papunesia,-3.68664,122.253,aust1307,Austronesian
indr1248,Indramayu,,dialect,Papunesia,,,aust1307,Austronesian
indr1247,Indri,idr,language,Africa,8.81513,25.9848,atla1278,Atlantic-Congo
indu1242,Indus,,dialect,Eurasia,,,indo1319,Indo-European
indu1241,Indus Kohistani,mvy,language,Eurasia,35.3389,73.0154,indo1319,Indo-European
ineb1235,Inebu One,oin,language,Papunesia,-3.38015,141.892,nucl1708,Nuclear Torricelli
ined1238,Inedua,,dialect,Africa,,,atla1278,Atlantic-Congo
ines1240,Ineseño,inz,language,North America,34.6169,-120.08,chum1262,Chumashan
inet1238,Ineta,,dialect,Africa,,,atla1278,Atlantic-Congo
inga1254,Ingain,,language,South America,-24.621052,-54.254151,nucl1710,Nuclear-Macro-Je
inga1250,Ingariko,,dialect,South America,,,cari1283,Cariban
ingi1242,Ingias,,dialect,Papunesia,,,anim1240,Anim
ingi1240,Ingilo,,dialect,Eurasia,,,kart1248,Kartvelian
ingr1248,Ingrian,izh,language,Eurasia,59.47403,29.71145,ural1272,Uralic
ingu1240,Ingush,inh,language,Eurasia,43.11,45.03,nakh1245,Nakh-Daghestanian
inis1238,Inishke,,dialect,Eurasia,,,afro1255,Afro-Asiatic
inja1238,Inja,,dialect,Africa,,,atla1278,Atlantic-Congo
jaka1245,Inku,jat,language,Eurasia,36.001755,68.611035,indo1319,Indo-European
alba1269,Inland-Buhi-Daraga Bikol,bhk,language,Papunesia,13.1989,123.49,aust1307,Austronesian
inla1271,Inland Koroshi,,dialect,Eurasia,,,indo1319,Indo-European
inla1269,Inland North English,,dialect,Eurasia,,,indo1319,Indo-European
inla1272,Inland Northern Tlingit,,dialect,North America,,,atha1245,Athabaskan-Eyak-Tlingit
inla1270,Inland Pontic Greek,,dialect,Eurasia,,,indo1319,Indo-European
inla1260,Inlaod Itneg,iti,language,Papunesia,17.61752,120.65389,aust1307,Austronesian
inma1234,Inmaculada Sign Language,,language,South America,-12.14477,-77.01956,sign1238,Sign Language
inne1245,Inner Barwe,,dialect,Eurasia,,,drav1251,Dravidian
inne1243,Inner Siraji,,dialect,Eurasia,,,indo1319,Indo-European
inno1234,Innovative Amdo Farmer,,dialect,Eurasia,,,sino1245,Sino-Tibetan
innt1238,Inn Tea,,dialect,Eurasia,,,aust1305,Austroasiatic
inok1238,Inoke-Yate,ino,language,Papunesia,-6.32311,145.539,nucl1709,Nuclear Trans New Guinea
inon1237,Inonhan,loc,language,Papunesia,12.284,122.03,aust1307,Austronesian
inor1240,Inor,,dialect,Africa,,,afro1255,Afro-Asiatic
inor1238,Inoric,ior,language,Africa,7.94883,37.7968,afro1255,Afro-Asiatic
